,Unnamed: 0,name,year,score,voters_count,plot
6493,6493, The King of Marvin Gardens,1972,6.5,6K,A daydreamer convinces his radio personality brother to help fund one of his get-rich-quick schemes.
6494,6494, Wisdom,1986,5.7,3.6K,"Unable to find work after a past felony, graduate John Wisdom and his girlfriend embark on a cross-country bank-robbing spree in order to aid American farmers."
6495,6495, Avalanche,1978,3.7,2.4K,The vacationers at a winter wonderland struggle to survive after an avalanche of snow crashes into their ski resort. Their holiday then turns into a game of survival.
6496,6496, Doc Savage: The Man of Bronze,1975,5.3,2.1K,"Doc and the Amazing Five battle Captain Seas and ""the green death"" for control of a fabulous resource."
6497,6497, Celtic Pride,1996,5.3,11K,Two over-loyal Celtic fans kidnap their opponent's star player in order to guarantee their team the championship.
6498,6498, Beyond the Door III,1989,5.2,1.5K,"An introverted American student of Balkan descent travels to Yugoslavia as part of a school trip to witness an ancient pagan ritual, but the pagans hide a deadly secret."
6499,6499, A Dangerous Woman,1993,5.7,2K,"Martha Horgan, a naive woman with an intellectual impairment who lives with her aunt Frances in a small town, is known for always telling truth."
6500,6500, Omega Doom,1996,4.0,3.3K,"After Earth is taken over by an army of robots, the small number of humans left are forced into hiding. In the nuclear winter, only droids walk the face of the Earth, in fear of the rumored human resurgence, and in search of a hidden cache of weapons. One robot, his evil circuits destroyed, enters a small town where a robot civil war is taking place. He tries to convince both sides to join forces in search of the weapons, all the while having a hidden agenda, and an affinity for one of the local droids."
6501,6501, Whispers in the Dark,1992,5.6,2.4K,"Eve tells her shrink, Ann, about kinky sex with a man. Ann learns that it's the same man, she's been seeing lately. Eve finds out and explodes. A murder follows."
6502,6502, Murder-Set-Pieces,2004,3.7,4.5K,"A fashion photographer exposes his demented childhood and zooms his evil lens on the oldest profession under the moon, in quite possibly the most notorious serial killer film ever made."
6503,6503, L'Argent,1983,7.4,12K,A counterfeit bill that starts off as a schoolboy prank leads to incarceration and violence.
6504,6504, My Brother's Wife,2005,6.0,3.5K,"Unable to get intimate with her husband of 10 years, a woman embarks on a steamy affair with his brother."
6505,6505," Now You See Him, Now You Don't",1972,6.2,2.3K,"A chemistry student invents a spray that makes its wearer invisible. A crook finds out about it, and plans to steal it for himself."
6506,6506, Bolero,1981,7.3,2.7K,"Through fabulous music, this movie tracks three generations of musicians and dancers from Russia, Germany, France and the U.S., from before World War II through the war and the Holocaust, to the 1980s. Their lives become intertwined through historical circumstances, and the culmination is the presence of several of them, including a former Nazi pianist and a French Jewish Holocaust survivor, at an anti-famine concert."
6507,6507, Filantropica,2002,8.4,14K,"Ovidiu, a high-school teacher looking for an extra buck, finds an unexpected way to earn easy money."
6508,6508, Shrunken Heads,1994,5.0,1.6K,"When three N.Y. kids are murdered, the local Hatiian voodoo priest re-animates their shrunken heads to exact revenge. Complications arise between one of the heads and his former girlfriend."
6509,6509, Somersault,2004,6.7,8.2K,"A young girl flees her hometown and arrives in the Australian Alps, where new experiences help her learn the differences between sex and love."
6510,6510, East/West,1999,7.4,5.1K,"In June 1946, Stalin invites the Russian exiled from the 1917 Revolution to return home. When the ships comes ashore in Odessa, the passengers are divided in two groups and one of them is executed. Among the survivors are Dr. Aleksei Golovin, his French wife Marie and their young son. Marie is accused to be a spy, her French passport is torn up and Aleksei accepts to move to Kyiv with his family to save her. They are sent to a room in a communal house and soon Marie befriends the super, an old woman who speaks French. But she is denounced and killed by the government agents. Marie feels guilty and brings her grandson Sasha Vasilyev, who will be evicted, to live in her room with her family. Marie wants to return to her family in France, but Aleksei explains that they are imprisoned in Russia. Marie tries a contact with the leftist French actress Gabrielle Develay to ask for help to leave the USSR. While Marie gets distant from her husband, she gets closer to Sacha, who is a great swimmer and the only chance to Marie contact her family."
6511,6511, The Associate,1996,6.1,9.1K,A comedy about making it on Wall Street. Prejudices are hard to break and Laurel Ayres quickly learns that in order for people to take her seriously she has to work for an older white man or be one.
6512,6512, Trailer Park Boys,1999,7.9,3.9K,Two petty felons have a documentary made about their life in a trailer park.
6513,6513, Germinal,1993,7.1,5.7K,"In mid-nineteenth-century northern France, a coal mining town's workers are exploited by the mine's owner. One day, they decide to go on strike, and the authorities repress them."
6514,6514, Hero and the Terror,1988,5.2,4.4K,"Danny was lucky 3 years ago at the arrest of Terror, a serial killer of young women. Danny's about to be a dad, when Terror escapes prison and is back killing. Will Danny get lucky this time?"
6515,6515, Heroes,1977,6.0,2.1K,A Vietnam veteran suffering from post traumatic stress disorder breaks out of a VA hospital and goes on a road trip with a sympathetic traveler to start a worm farm in California with his fellow veterans.
6516,6516, Burnt Money,2000,7.0,6.8K,"Nene & Angel and their accomplice Cuervo participate in a botched bank robbery in 1965 Buenos Aires, then hide out from the police in Uruguay while the gang breaks down."
6517,6517, Walker,1987,6.6,4.3K,"An unconventional retelling of the life of William Walker, a 19th century American mercenary leader who became the president of Nicaragua."
6518,6518, The Killer Reserved Nine Seats,1974,5.7,1K,"Patrick Davenant invites a group of friends and his daughter to his family-owned theater. Within a short time, the guests realize that they are trapped. A masked killer begins to murder them one by one."
6519,6519, The Last Run,1971,6.6,2.5K,A getaway driver comes out of retirement to pull off one last run - one that could send him to an early grave instead.
6520,6520, Salome's Last Dance,1988,6.4,1.9K,"On Guy Fawkes Day 1892m Oscar Wilde goes to a performance of his controversial, banned play 'Salome'. The 'theatre' is a brothel and the performers are prostitutes."
6521,6521, Hail Caesar,1994,3.1,1.3K,"Aspiring rock star works in an eraser factory and falls for the owner's daughter. To win her, he bets her father he can earn $100k in six months."
6522,6522, Habit,1995,6.4,2.1K,"Set in a gritty, real life New York City, alcoholic Sam meets up with a modern day succubus who marks him and controls his will. As his world unravels he slowly figures out what is happening and has to figure out what to do."
6523,6523, Madhouse,2004,5.4,6.9K,A young psychiatric intern unearths secrets about the mental health facility in which he works.
6524,6524, Vive L'Amour,1994,7.4,4.8K,Three lonely young denizens of Taipei unknowingly share an apartment used for sexual trysts.
6525,6525, Zombie Lake,1981,3.1,3.6K,"In a small village, somewhere in France, German soldiers, killed and thrown into the lake by the Resistance during WW II, come back."
6526,6526, Lurking Fear,1994,4.5,1.8K,"The town of Leffert's Corners has been plagued by unearthly beings for decades, and now there is only a few people left... what everyone is not aware of are the humanoid creatures lurking underneath the holy grounds."
6527,6527, Siesta,1987,5.5,2.4K,An American skydiver wakes up in the middle of nowhere in Spain and must recount the last five agonizing days to figure out how she got there.
6528,6528, Alaska,1996,5.7,5.8K,"While searching for their missing father in the mountains of Alaska, two siblings come across a baby polar bear on the run from a pair of poachers."
6529,6529, Zerophilia,2005,6.0,2.4K,"In this sexually ambiguous romantic comedy, Luke, a naive college student, struggles with issues of masculinity while he comes to terms with a rare genetic disorder that causes the afflicted to switch gender at will."
6530,6530, Wolf Girl,2001,5.9,1K,"Tara Talbot (Victoria Sanchez) is afflicted with the rare genetic condition known as hypertrichosis - she is covered head to toe in hair. She lives her life in Harley Dune's (Tim Curry's) Travelling Freak Show, on display as the ""Terrifying Wolf Girl"", but underneath she is just a teenage girl who longs to be normal."
6531,6531, Men of War,1994,5.6,4.6K,A former Special Ops soldier leads a group of mercenaries to an island in the South China Sea: their mission is obtain the rights to the unusual treasure that the island beholds.
6532,6532, Left Behind III: World at War,2005,4.4,4.2K,"The world falls into chaos as Nicolae Carpathia detonates nuclear devices across the globe and stages multiple devastating attacks against both the Tribulation Force and an international militia, led by U.S. President Gerald Fitzhugh."
6533,6533, The Honeymoon Killers,1970,7.0,5.8K,"An obese, embittered nurse doesn't mind if her toupee-wearing boyfriend romances and fleeces other women, as long as he takes her along on his con jobs."
6534,6534, The Sting II,1983,4.9,2.4K,A team of cons is planning a new scam involving betting on a boxing match but one of its past victims aims to exact revenge by eliminating the whole group.
6535,6535, Krush Groove,1985,6.4,3.5K,The story of a man who has started a new hip-hop/rap label called Krush Groove.
6536,6536, The Asphyx,1972,6.2,3K,"English country squire Sir Hugo Cunningham searches for immortality by literally 'bottling up' the Spirit of the Dead, or Asphyx."
6537,6537, Lili Marleen,1981,7.1,4.3K,"In 1938, a German singer falls in love with a Jewish composer in Zurich, who helps Jews flee Nazi Germany. She wants to help but is forced back to Germany. Her song ""Lili Marleen"" becomes a hit with soldiers and the Nazi top brass."
6538,6538, Angela,1995,6.3,1.1K,Rebecca Miller's riveting drama examines how two sisters cope with their mother's mental illness.
6539,6539, City on Fire,1987,7.0,7.2K,An undercover cop infiltrates a gang of thieves who plan to rob a jewelry store.
6540,6540, The Lady Vanishes,1979,6.0,3K,"While travelling by rail in interwar Nazi Germany, a young socialite finds that a fellow female passenger has disappeared from the train, but nobody else remembers her having been on board."
6541,6541, Twinkle Twinkle Lucky Stars,1985,6.2,4.4K,"5 HK cops (4 horny males) on vacation in Pattaya, Thailand, are told to contact an informant there but he gets murdered. They return to Hong Kong to contact his girlfriend and protect her. 3 other colleagues are busy fighting criminals."
6542,6542, The Gang That Couldn't Shoot Straight,1971,4.9,1.6K,"This is the funny story about two warring Mafia gangs in New York City. The weaker gang uses a lion to blackmail the opposite gang's ""clients."" The police succeed in stopping one of the gangs, while the other remains without the boss."
6543,6543, The House with Laughing Windows,1976,7.0,5.9K,"Stefano, a young restorer, is commissioned to save a controversial mural located in the church of a small, isolated village."
6544,6544, Too Late the Hero,1970,6.6,4K,"A reluctant hero, American Lieutenant Sam Lawson, is seconded to a motley British unit tasked with destroying a Japanese radio on a Philippine island."
6545,6545, Creature from Black Lake,1976,5.0,1.5K,Two men exploring the Louisiana swamps encounter a Bigfoot-type creature.
6546,6546, The Haunting of Julia,1977,6.2,3K,"After her daughter's death, wealthy American homemaker Julia Lofting moves to London to restart her life. All seems well until she is haunted by the ghosts of other children while mourning for her own."
6547,6547, Beautiful,2000,5.6,4.3K,"Mona sacrifices everything, including family, in pursuit of a beauty pageant victory. Her friend Ruby helps her to an amazing degree."
6548,6548, Hardcore,2004,6.1,2.3K,"Leaving behind a hard life with their families, two young girls end up in a brothel, fall in love and support one another against the adversities and violence of the night."
6549,6549, Blastfighter,1984,5.7,1.5K,A former policeman sets out to unleash violent vengeance upon deer poachers when they rape and kill his long lost daughter.
6550,6550, Star Kid,1997,5.3,3.1K,"Spencer Griffith's life changes when a meteor falls into a local junkyard, and he finds a Cybersuit, an exoskeleton with AI from another galaxy. When Spencer puts on the Cybersuit he becomes a different kind of person."
6551,6551, The Apple Dumpling Gang Rides Again,1979,6.0,3.2K,"The adventures of two idiotic outlaw wannabees, Amos and Theodore."
6552,6552, Daughters of Eve,1985,6.2,1.3K,"A young woman chooses celibacy, turns to religion, and demonizes men in order to control her intense sexual desire. Her sister suddenly visits her seaside village, which opens many old wounds and leads to tragedies."
6553,6553, In Your Name,2003,7.2,21K,"Problems arise when Radhey Mohan, a delinquent falls in love with a girl named Nirjara."
6554,6554, We All Loved Each Other So Much,1974,8.0,7.2K,"Three partisans bound by a strong friendship return home after the war, but the clash with everyday reality puts a strain on their bond."
6555,6555, Kaos,1984,7.8,3.1K,Five stories by Luigi Pirandello set in turn-of-the-century Italy.
6556,6556, The Unbelievable Truth,1989,7.2,6.3K,"A man returns to his home town after serving a prison sentence for homicide, and finds that the details of the crime have been forgotten and replaced with local legends and rumors."
6557,6557, Fateless,2005,7.0,7.1K,"14-year-old György's life is torn apart in WWII Hungary, as he is deported first to Auschwitz and then to Buchenwald, where he is forced to become a man in the midst of hatred, and what it really means to be Jewish."
6558,6558, There's a Girl in My Soup,1970,5.7,2.8K,"In their sexual game, an egotistical and womanizing television host meets his match, Marion, who seeks to remain one step ahead of him."
6559,6559, Silent Trigger,1996,5.3,4.5K,"Waxman is a former Special Forces soldier who is now working as a heavily armed assassin for a top secret government agency. When a covert mission goes terribly wrong, Waxman and fellow assassin Clegg become that agency's prime targets."
6560,6560, Molly,1999,5.7,3.1K,"A bachelor becomes the unwilling guardian of his autistic, intellectually disabled sister; then an experimental treatment works a dramatic change in her brain and his attitude."
6561,6561, Solar Crisis,1990,4.1,2.1K,"A huge Solar flare is predicted to fry Earth. Astronauts must fly to the sun to drop a talking bomb (Freddy) at the right time so the flare will point somewhere else. Giant IXL Corp C.E.O. Teague thinks the flare won't happen and wants the mission to fail so he can buy the planet cheaply while the scare lasts. Employee Haas prepares a surprise for the astronauts. While daddy Steve Kelso commands the space ship where temperatures rise, granddaddy Admiral Skeet Kelso is searching the desert for grandson Mike who's gone A.W.O.L. to say goodbye to his dad but who inadvertently crossed the path of the men from IXL after meeting desert-dweller Travis."
6562,6562, Visitor of a Museum,1989,7.2,1.4K,"In a post-apocalyptic world, in which a large part of the population consists of demented and deformed mutants being kept in reservations, a man embarks upon visiting the ruins of a museum buried under the sea which can only be accessed during low tide."
6563,6563, Strictly Business,1991,5.5,2.2K,Sharp social satire in which the uneven friendship between an ambitious Black businessman and his streetwise pal is thrown into further confusion when the professional falls in love with a mind-numbingly gorgeous waitress.
6564,6564, Six-String Samurai,1998,6.4,7.9K,"In the post-apocalyptic world of 1990s Nevada, a rock 'n' roll samurai on his way to Lost Vegas takes a young orphan boy under his protection as Death and his metalhead Horsemen chase after them."
6565,6565, Trial and Error,1997,5.8,7.8K,"An actor poses as a lawyer to help his sick friend, and problems develop."
6566,6566," Torrente, the Dumb Arm of the Law",1998,6.8,14K,"José Luis Torrente, a former policeman fights against the oriental mafia in Madrid."
6567,6567, Darker Than Night,1975,6.7,1.4K,"Four beautiful women move to an old house, inherited by the aunt of one of them, and witness strange things."
6568,6568, Parasite,1982,4.0,3.1K,"In a post-apocalyptic USA, a doctor/scientist infected with a new strain of parasite ends up in a small desert town, trying to find a cure."
6569,6569, Serial,1980,6.5,1.1K,"It's the end of the 1970s. Hippies are assimilating, women are raising their consciousness, and men are becoming confused and ineffectual. Don't expect to be able to keep track of all the names, or who's sleeping with whom. This movie very skillfully conveys the hopeless muddle through which the many characters move as they try to find themselves."
6570,6570, The Specials,2000,5.7,2.5K,The sixth or seventh best superhero team in the world pursue their rightful place in the harshly competitive world of toy tie-ins and fighting evil.
6571,6571, Personal Services,1987,6.3,1.9K,"The story of the rise of a madame of a suburban brothel catering to older men, inspired by the real experiences of Cynthia Payne."
6572,6572, Dragon Ball Z: Bio-Broly,1994,5.9,5.8K,"Broly is cloned by Lord Jaguar, who plans to pit him and other bio-warriors against Mr. Satan in an attempt to expose him as a fraud. Goten, Trunks, Kriilin and Android 18 must stop the new Bio-Broly."
6573,6573, Resurrection,1980,7.1,3.4K,A woman enters the afterlife briefly after a car crash that kills her husband. But she survives - and finds herself possessing strange powers.
6574,6574, The Vindicator,1986,4.9,1.1K,"An employee of a secret company operation becomes the victim of the company's special weapons project. He is transformed into a robotic killing machine that, because of his programming must destroy anything that comes near him."
6575,6575, The Quack,1982,7.8,3.7K,"Abandoned by his wife and daughter, a famous surgeon starts drinking, hurts his head and loses his memory. His medical knowledge gradually resurfaces and he becomes a village healer, not remembering who he is."
6576,6576, Shopping,1994,5.4,3K,"You've run out of options, no school, no job. Steal a car, smash a shop with a heavy car and reap the proceeds! This movie is about underground England. The causes, the benefits, and the result of a life of 'crash and carry.'"
6577,6577, The Son's Room,2001,7.3,21K,A psychoanalyst and his family go through profound emotional trauma when their son dies in a scuba-diving accident.
6578,6578, The Ring Finger,2005,6.1,1.3K,Iris finds a new job working in a preservation lab where she gradually enters into a troubled relationship with her boss.
6579,6579, Meet the Deedles,1998,4.1,3.2K,Two surfers end up as Yellowstone park rangers and have to stop a former ranger who is out for revenge.
6580,6580, A Hole in My Heart,2004,4.4,5.1K,"In a decript apartment, a young man watches as his father and a friend shoot an amateur porn film. Issues of morality, reality TV and friendship are explored."
6581,6581, Violent Cop,1989,7.1,13K,A violence prone police officer discovers that his colleague is trafficking drugs.
6582,6582, Momo,1986,6.5,2.1K,"In the village of Momo the pace of time goes very slowly. Nobody is bothering about stress but everyone has time to chat and rest - until the day the grey men arrive. With a great selling strategy they offer the people an account to collect time. Now everybody is in stress in order to gain time for collecting, except for Momo who obviously is the only one without stress. Watching her former friends having no time at all for friendship and other social activities she decides to fight the grey men. The story is a modern fairy tale about how to use time."
6583,6583, The Boost,1988,6.0,2.4K,"A real estate developer who enjoyed short-lived success seeks to regain his edge by using cocaine, but takes himself to new lows as he gets lost in the downward spiral of drug addiction."
6584,6584, White Slave,1985,4.7,2.1K,A young woman seeks vengeance and finds love when her parents are killed in the Amazon and she is taken prisoner by an indigenous tribe of headhunters.
6585,6585, Young Winston,1972,6.7,2.9K,"Complex family relationships, as well as a combat experience, form the personality of the future world-known politician."
6586,6586, Rider on the Rain,1970,6.7,3.8K,A US Army colonel in France tries to track down an escaped sex maniac.
6587,6587, Another Stakeout,1993,5.6,15K,Two immature detectives are joined by a pesky assistant district attorney in staking out a lakeside home where a Mafia trial witness is believed to be heading.
6588,6588, Sorceress,1995,4.1,1.3K,"Jealous witch Erica uses her powers to influence her unwitting husband Larry and his colleagues, who all work for a big law firm."
6589,6589, Devil in the Flesh 2,2000,4.6,1.6K,"After escaping a mental institution, Debbie Strong steals the car, money and identity of a college co-ed and heads off to college where she becomes obsessed with Sam, a handsome writing teacher."
6590,6590, Stone,1974,6.3,1.8K,"After one of its members witnesses a political assassination, a motorbike gang becomes the target of a string of murders, prompting a cop to join their ranks to determine who is responsible."
6591,6591, The Case of the Scorpion's Tail,1971,6.7,3.5K,"An insurance investigator tries to determine any irregularities in the policy of a heiress' dead husband, but soon finds himself suspected of her murder."
6592,6592, Lassie,2005,6.7,4.7K,"A family in financial crisis is forced to sell Lassie, their beloved dog. Hundreds of miles away from her true family, Lassie escapes and sets out on a journey home."
6593,6593, Thanmathra,2005,8.4,4.7K,Will an unexpected turn of events change Rameshan's life forever and prevent him from witnessing his dream where his son becomes a reputable IAS Officer?
6594,6594, Grand Tour: Disaster in Time,1991,6.4,3.1K,"Before they can complete renovations on their new inn, Widower (Ben Wilson) and daughter (Hillary) are visited by a woman seeking immediate lodging for her strange group of travellers. Why they won't stay at the hotel in town is just the first of many mysteries surrounding the group that lead Wilson to a startling discovery affecting his family and neighbours."
6595,6595, What Have I Done to Deserve This?,1984,7.1,11K,"The vicissitudes of Gloria, a neurotic housewife, and her family's peculiar characters."
6596,6596, What Becomes of the Broken Hearted?,1999,6.3,3.8K,"Jake Muss' oldest son is killed in a gang fight and the younger son wants revenge, but Jake doesn't want to lose his other son to violence as well."
6597,6597, The Shape of Things to Come,1979,3.2,1.3K,"Some time in the future, man has set up colonies on the Moon, when Earth becomes uninhabitable. A madman decides to destroy the Moon colonies with his robots and automated ships, and only three people and their robot can stop him."
6598,6598, Love & Sex,2000,6.1,5.7K,"Kate's fired from a women's magazine for writing about blow jobs, based on own experience as requested. She gets a last chance - 2500 happy, perky words on finding/keeping that perfect man. She tells about her relationships."
6599,6599, Buck and the Preacher,1972,6.6,2.7K,A wagon master and a con-man preacher help freed slaves dogged by cheap-labor agents out West.
6600,6600, Captain Kronos: Vampire Hunter,1974,6.4,5.7K,A master swordsman and former soldier and his hunchbacked assistant hunt vampires.
6601,6601, Knock Off,1998,4.8,16K,A fashion designer must join forces with a C.I.A. agent to combat terrorism.
6602,6602, Radioactive Dreams,1984,5.5,1.9K,"After a nuclear war, Phillip Hammer and Marlowe Chandler have spent fifteen years on their own in a bunker, stuffed with junk from the 40s and old detective novels. Now, nineteen-years-old, they leave their shelter to find a world full of mutants, freaks, and cannibals. They become famous detectives in the struggle for the two keys that could fire the last nuclear weapon."
6603,6603, The Mod Squad,1999,4.3,9.5K,"Three problem teens sent to jail are offered a deal to work with an undercover cop, uncover an intricate drug ring and are caught in a deadly set-up. With cops on their trail, they have little time to solve the case and clear their names."
6604,6604, Amos & Andrew,1993,5.7,9.8K,"A Pulitzer prize writer buys a cabin. The neighbors get suspicious when a stranger ""breaks in"". They see a black man and call the police, who start shooting at him. The sheriff tries a cover-up involving a white petty crook. Bad idea."
6605,6605, Hellbound,1994,4.7,3.9K,"Two Chicago cops (Chuck Norris, Calvin Levels) investigate a murder until they encounter an ancient demon."
6606,6606, The Challenge,2003,5.2,3.3K,"Estranged teen sisters who live on opposite sides of the country are brought together, much to their surprise, as teammates in the TV show ""The Challenge"", a Survivor-style adventure in Cabo San Lucas, Mexico."
6607,6607, Crawlspace,1986,5.3,3.8K,"A man who runs an apartment house for women is the demented son of a Nazi surgeon who has the house equipped with secret passageways, hidden rooms and torture and murder devices."
6608,6608, A Better Tomorrow II,1987,7.2,11K,A restauranteur teams up with a police officer and his ex-con brother to avenge the death of a friend's daughter.
6609,6609," He Loves Me, He Loves Me Not",2002,7.1,20K,"A young woman who is in love with a married doctor becomes dangerous when her attempts to persuade him to leave his wife are unsuccessful. However, when things are seen from his point of view, the real situation becomes clear."
6610,6610, Big Bully,1996,4.8,5.5K,"A writer returns to his hometown where he faces the childhood nemesis whose life he ultimately ruined, only the bully wants to relive their painful past by torturing him once again."
6611,6611, The Bloodstained Shadow,1978,6.3,1.9K,"The body of a schoolgirl is found in a meadow. The murderer is never caught, and years later, a young man named Stefano returns to the island and is reunited with his brother, the local priest."
6612,6612, Son of the White Mare,1981,7.8,2.8K,"In this dreamlike Hungarian folk myth, a horse goddess gives birth to three powerful brothers who set out into the Underworld to save three princesses from three evil dragons and reclaim their ancestors' lost kingdom."
6613,6613, Best Seller,1987,6.4,6.2K,"A hitman approaches a writer to help him create his next best seller, but the violent world he was a part of has other plans."
6614,6614, Blood: The Last Vampire,2000,6.6,13K,"Saya is a Japanese vampire slayer whose next mission is in a high school on a US military base in 1960s Japan, where she poses as a student. She uses a katana/samurai sword to kill vampires."
6615,6615, Satya,1998,8.3,17K,An innocent man is embroiled in underworld after being falsely charged and sets out to punish the perpetrators who subjected his life to misery.
6616,6616, Amar Akbar Anthony,1977,7.4,8.2K,"Three brothers are separated and united after many years - one is brought up a Hindu, another a Muslim and the last (and most memorable) a Christian. Hilarity and adventure ensues."
6617,6617, Schramm,1993,5.7,3.4K,"As serial killer Lothar Schramm lies dying in his own blood, horrific memories of his miserable life of paranoia, self-harm and rejection flash before his eyes. A tragic look into the mind of a serial killer."
6618,6618, Lisbon Story,1994,7.1,5.4K,"The director Friedrich Monroe has trouble with finishing a silent b&w movie about Lisbon. He calls his friend, the sound engineer Phillip Winter, for help. As Winter arrives Lisbon weeks later, Monroe is disappeared but has left the unfinished film. Winter decides to stay, because he is fascinated of the city and the Portuguese singer Teresa, and he starts to record the sound of the film. At the same time Monroe cruises through the city with a camcorder and tries to catch unseen pictures. Later they meet and Winter convinces Monroe of finishing the film."
6619,6619, Schizoid,1980,5.0,2K,"An advice columnist in the midst of getting a divorce begins receiving threatening notes from an anonymous stalker. Meanwhile, members of her group therapy session are being murdered by an unknown assailant."
6620,6620, A Summer Story,1988,7.3,1.2K,Frank Ashton and his best friend are hiking across Dartmoor when he twists his ankle. Frank goes for help at a nearby farmhouse where he stays for a few days and falls in love with Megan.
6621,6621, The Promise,2005,5.6,9.5K,"Empowered by the love of a slave (Jang), a royal concubine (Cheung) is given the chance to make an extraordinary decision."
6622,6622, Roger & Me,1989,7.5,27K,"After General Motors closes its factory in Flint, Michigan, eliminating 35,000 jobs, filmmaker Michael Moore undertakes a quixotic quest to interview General Motors' chairman, Roger B. Smith."
6623,6623, Ed,1996,2.7,8.9K,A trained chimpanzee plays third base for a minor-league baseball team.
6624,6624, Devil's Nightmare,1971,5.9,2.2K,A group of tourists traveling on a bus take a detour to stay overnight in a castle owned by a family cursed with a history of Satanism and death.
6625,6625, Spontaneous Combustion,1989,4.8,3K,"A young man finds out that his parents had been used in an atomic-weapons experiment shortly before he was born, and that the results have had some unexpected effects on him."
6626,6626, The Grand Duel,1972,6.4,3.4K,A grizzled ex-sheriff helps a man framed for murder to confront the powerful trio of brothers who want him dead.
6627,6627, Aimee & Jaguar,1999,7.2,7K,"In 1943 Berlin, a Nazi officer's wife meets and starts a passionate affair with a Jewish woman."
6628,6628, Scissors,1991,5.1,3.2K,A woman trying to recover from a sexual attack is locked in a posh apartment with a corpse of the very man she's been dreaming would murder her. She tries to hang on to reality when objects around her seem to come to life.
6629,6629, House of D,2004,6.8,9.8K,"By working through problems stemming from his past, Tom Warshaw, an American artist living in Paris, begins to discover who he really is, and returns to his home to reconcile with his family and friends."
6630,6630, Andaz Apna Apna,1994,8.0,55K,Two slackers competing for the affections of an heiress inadvertently become her protectors from an evil criminal.
6631,6631, Go Fish,1994,5.7,2.3K,A romantic tale about finding a soulmate. The only difference here is that both partners are women...in Chicago's lesbian community.
6632,6632, Power,1986,5.7,3.4K,"After a close friend drops out of politics, a political consultant helping to find a replacement finds a web of corruption and deceit as well."
6633,6633, The Lost City,2005,6.5,9.9K,A wealthy Havana club owner and his family are torn apart by the violent sociopolitical upheaval brought about by the transition from the dictatorial regime of Batista to the Marxist revolution led by Fidel Castro in 1950s Cuba.
6634,6634, Night Crossing,1982,6.5,1.6K,"True tale about two men planing to escape from communist East Germany in a hot air balloon, but only if they can take their families with them."
6635,6635, The River King,2005,5.7,3.9K,"Abel Grey investigates the death of a boy whose body was found floating in a river; fearing scandal, the school insists it was suicide, but Abel suspects that a dangerous schoolboy initiation went horribly wrong."
6636,6636, The Whistle Blower,1986,6.2,2.6K,A war veteran tries to investigate the murder of his son who was working as a Russian translator for the British intelligence service during the Cold War. He meets a web of deception and paranoia that seems to be impenetrable.
6637,6637, Hot Bubblegum,1981,5.6,2K,"Momo and Yudale take turns mounting Bentzi's foreign buxom cousin, but Yudale and her get stuck together. Momo raises the bar even further by proving the rumors of an accepting older buxom piano tutor, Fritzi. Bentzi looks for love."
6638,6638, Blades,1989,5.1,1.2K,"Somewhere in New Jersey, a killer lawnmower stalks a small town's golf course."
6639,6639, Puzzle,1974,6.3,1.2K,"An amnesiac man and his estranged wife restart their romance, only to find themselves hounded by unscrupulous figures from his past life."
6640,6640, Hamburger: The Motion Picture,1986,4.7,2K,"Russell Proco has been expelled from several schools for lewd, crude and nude conduct. Busterburger University is his last chance for an education and pleasing his disappointed parents."
6641,6641, Cat Chaser,1989,5.2,1.5K,A Miami hotel owner finds danger when he becomes romantically involved with the wife of a deposed general from the Dominican Republic where he fought many years back.
6642,6642, The Late Show,1977,6.9,3.3K,A grumpy semi-retired private investigator partners with a quirky female client to catch the people who murdered his partner.
6643,6643, Fools' Parade,1971,6.4,1.6K,"In 1935, after forty years in a West Virginia prison, three released convicts wish to open a legitimate business using the $25,000 earned in prison, but a crooked prison guard in cahoots with the town banker plans to defraud them."
6644,6644, The Big Fix,1978,6.4,2.4K,An ex-'60s radical now working as a private eye is hired by an old flame to investigate a political smear campaign. The case becomes more dangerous as it unfolds.
6645,6645, Burglar,1987,5.1,4.7K,"A retired cop blackmails ex burglar Bernice into paying him $20,000 - thus burgling. Paid to get a dentist's jewelry back from her ex's apartment, someone murders the ex and Bernice is a suspect. She investigates."
6646,6646, Kuruthipunal,1995,8.5,4.7K,"Suave and scintillating, this fast-paced action thriller follows the adventures and investigations of a group of honest police officers, who go undercover to bring down a terror network."
6647,6647, Agneepath,1990,7.6,9.4K,"A young boy's quest for revenge leads him to become a gangster as an adult, and with each day he becomes more and more like his enemies. Can he find vengeance and redemption?"
6648,6648, American Yakuza,1993,5.6,2.9K,An American FBI agent is lured away by the Japanese Mafia--the Yakuza--in this action film.
6649,6649, The Dentist 2,1998,4.7,4.3K,"Dr. Caine, the murdering dentist from the original movie, has escaped from the mental hospital where he has been since being caught. Hoping to resume a normal life, he makes his way to a quiet Midwestern town under a false name and takes on the responsibilities of the town dentist Things are starting to look up for Caine, until the day when he catches his new love in the arms of someone else. Just as in the first movie, this sends him back over the edge and into another homicidal rampage, with his unfortunate patients bearing the brunt of his hostility."
6650,6650, Jesus' Son,1999,6.9,7.5K,"A young man, often high on drugs and alcohol, careens through life and makes his way toward recovery and redemption."
